43
50
1949
Year	Mnth	Day	Hr	dayl(s)	PRCP(mm/day)	PET(mm/day)	Flag
1971	3	29	12	35000	14.111	4.2643	-1
1971	3	30	12	35000	0	4.4161	1
1971	3	31	12	35000	0	3.8232	-1
1971	4	1	12	35000	26.715	1.0913	-1
1971	4	2	12	35000	0.0054	4.6762	0
1971	4	3	12	35000	0	4.6658	-1
1971	4	4	12	35000	0	4.4438	0
1971	4	5	12	35000	0	2.1461	-1
1971	4	6	12	35000	0	2.2039	-1
1971	4	7	12	35000	0	4.751	-1
1971	4	8	12	35000	0	4.1893	-1
1971	4	9	12	35000	0	5.4131	1
1971	4	10	12	35000	0	4.8297	-1
1971	4	11	12	35000	0	5.7136	0
1971	4	12	12	35000	0	6.5105	-1
1971	4	13	12	35000	0	4.8709	0
1971	4	14	12	35000	0	4.6008	-1
1971	4	15	12	35000	0	3.9534	-1
1971	4	16	12	35000	0	4.5624	-1
1971	4	17	12	35000	0	2.8545	-1
1971	4	18	12	35000	1.7762	1.775	-1
1971	4	19	12	35000	0	5.5313	-1
1971	4	20	12	35000	9.193	1.6347	-1
1971	4	21	12	35000	14.483	1.1595	1
1971	4	22	12	35000	29.203	0.9888	0
1971	4	23	12	35000	1.6978	3.3255	-1
1971	4	24	12	35000	0	5.8743	1
1971	4	25	12	35000	0	3.6241	-1
1971	4	26	12	35000	0	2.0689	-1
1971	4	27	12	35000	0.0305	1.4443	0
1971	4	28	12	35000	0	5.3359	-1
1971	4	29	12	35000	42.695	1.1351	1
1971	4	30	12	35000	0.4659	0.3656	-1
1971	5	1	12	35000	0.0609	5.4137	-1
1971	5	2	12	35000	0	3.4494	1
1971	5	3	12	35000	0	3.6206	1
1971	5	4	12	35000	0	5.647	-1
1971	5	5	12	35000	0	1.9455	-1
1971	5	6	12	35000	2.2257	1.8623	1
1971	5	7	12	35000	15.929	2.1809	1
1971	5	8	12	35000	0.2673	3.7005	0
1971	5	9	12	35000	5.4442	0.97	-1
1971	5	10	12	35000	3.7061	1.4663	-1
1971	5	11	12	35000	16.905	1.4703	-1
1971	5	12	12	35000	68.177	0.4474	0
1971	5	13	12	35000	0.2633	0.8763	0
1971	5	14	12	35000	0	3.3709	0
1971	5	15	12	35000	0	4.0355	-1
1971	5	16	12	35000	0	6.1188	-1
1971	5	17	12	35000	0	6.7909	0
1971	5	18	12	35000	0	4.9766	1
1971	5	19	12	35000	0	2.7352	0
1971	5	20	12	35000	11.285	1.3229	1
1971	5	21	12	35000	0	6.8807	1
1971	5	22	12	35000	0	3.7031	1
1971	5	23	12	35000	0	4.3495	-1
1971	5	24	12	35000	2.9774	2.0377	-1
1971	5	25	12	35000	1.2636	5.691	1
1971	5	26	12	35000	0	5.9809	-1
1971	5	27	12	35000	3.0953	1.8275	-1
1971	5	28	12	35000	0	2.2325	0
1971	5	29	12	35000	0	5.4722	0
1971	5	30	12	35000	0	4.7765	-1
1971	5	31	12	35000	0	4.6653	-1
1971	6	1	12	35000	0.1043	4.0894	-1
1971	6	2	12	35000	0	5.6424	1
1971	6	3	12	35000	0	5.4348	0
1971	6	4	12	35000	3.3383	6.0405	1
1971	6	5	12	35000	0.4494	6.1045	0
1971	6	6	12	35000	5.6172	3.0039	0
1971	6	7	12	35000	5.3626	2.8081	-1
1971	6	8	12	35000	0	5.6951	1
1971	6	9	12	35000	0.1344	4.203	0
1971	6	10	12	35000	0.7128	3.8672	-1
1971	6	11	12	35000	0	5.4049	1
1971	6	12	12	35000	0.335	4.6186	1
1971	6	13	12	35000	0	4.8221	0
1971	6	14	12	35000	1.5394	7.5941	-1
1971	6	15	12	35000	0	6.5197	-1
1971	6	16	12	35000	1.7315	5.8482	-1
1971	6	17	12	35000	17.673	4.0774	1
1971	6	18	12	35000	0.1631	5.7965	1
1971	6	19	12	35000	2.2267	3.8471	-1
1971	6	20	12	35000	10.971	4.0018	0
1971	6	21	12	35000	6.8005	3.243	0
1971	6	22	12	35000	3.5306	3.4933	-1
1971	6	23	12	35000	21.625	5.9651	-1
1971	6	24	12	35000	0	5.6312	1
1971	6	25	12	35000	3.1091	4.3695	0
1971	6	26	12	35000	5.6928	5.9982	-1
1971	6	27	12	35000	4.0538	2.2241	1
1971	6	28	12	35000	0.8509	4.7473	0
1971	6	29	12	35000	20.766	4.653	-1
1971	6	30	12	35000	1.0795	3.316	0
1971	7	1	12	35000	12.354	3.6587	1
1971	7	2	12	35000	0.7795	1.7116	0
1971	7	3	12	35000	0.0756	3.3906	1
1971	7	4	12	35000	0	3.6853	-1
1971	7	5	12	35000	0	4.3258	-1
1971	7	6	12	35000	0	2.8262	0
1971	7	7	12	35000	2.7	3.2819	-1
1971	7	8	12	35000	0	4.0634	-1
1971	7	9	12	35000	1.9761	5.3962	1
1971	7	10	12	35000	0	3.1849	0
1971	7	11	12	35000	0	5.6386	-1
1971	7	12	12	35000	0.2068	5.0225	0
1971	7	13	12	35000	9.7741	4.8819	-1
1971	7	14	12	35000	0	4.39	-1
1971	7	15	12	35000	0	6.2277	-1
1971	7	16	12	35000	21.677	5.8116	-1
1971	7	17	12	35000	10.564	2.2909	1
1971	7	18	12	35000	0	5.2148	0
1971	7	19	12	35000	0	4.8657	1
1971	7	20	12	35000	6.3459	1.4781	-1
1971	7	21	12	35000	0	4.8025	-1
1971	7	22	12	35000	0	6.1871	1
1971	7	23	12	35000	5.2194	1.6247	-1
1971	7	24	12	35000	21.116	1.5021	-1
1971	7	25	12	35000	5.8057	1.1533	-1
1971	7	26	12	35000	8.1213	2.1907	-1
1971	7	27	12	35000	26.244	1.5897	-1
1971	7	28	12	35000	10.7	2.1148	-1
1971	7	29	12	35000	7.249	1.9218	-1
1971	7	30	12	35000	2.6728	2.1671	1
1971	7	31	12	35000	0.0064	1.029	-1
1971	8	1	12	35000	0.1596	1.6209	1
1971	8	2	12	35000	5.2966	1.4429	-1
1971	8	3	12	35000	5.4996	3.2	0
1971	8	4	12	35000	13.025	4.1413	-1
1971	8	5	12	35000	0.1043	4.3963	1
1971	8	6	12	35000	2.053	2.6044	-1
1971	8	7	12	35000	1.3892	2.4053	0
1971	8	8	12	35000	6.2948	3.5688	-1
1971	8	9	12	35000	0.2144	2.0004	-1
1971	8	10	12	35000	0	2.5729	-1
1971	8	11	12	35000	5.364	3.6916	0
1971	8	12	12	35000	0	4.9816	-1
1971	8	13	12	35000	0	5.5777	1
1971	8	14	12	35000	0	5.0548	-1
1971	8	15	12	35000	0.7184	5.092	-1
1971	8	16	12	35000	0.0732	5.5328	0
1971	8	17	12	35000	0	4.2361	-1
1971	8	18	12	35000	0	5.0971	1
1971	8	19	12	35000	0	5.0928	0
1971	8	20	12	35000	0	5.2835	-1
1971	8	21	12	35000	8.7863	2.9116	1
1971	8	22	12	35000	0.4494	2.8252	-1
1971	8	23	12	35000	2.5192	2.0052	0
1971	8	24	12	35000	0	4.6161	-1
1971	8	25	12	35000	0.1631	4.043	-1
1971	8	26	12	35000	0	5.5779	-1
1971	8	27	12	35000	0	6.0933	-1
1971	8	28	12	35000	0	5.7041	-1
1971	8	29	12	35000	0	6.1225	0
1971	8	30	12	35000	3.6631	1.3239	1
1971	8	31	12	35000	7.3093	1.7792	-1
1971	9	1	12	35000	8.0633	0.8528	-1
1971	9	2	12	35000	11.813	2.0831	0
1971	9	3	12	35000	0.1043	3.5513	0
1971	9	4	12	35000	10.06	3.0331	-1
1971	9	5	12	35000	1.7208	1.7324	0
1971	9	6	12	35000	4.7338	2.9362	-1
1971	9	7	12	35000	0.2199	4.8855	1
1971	9	8	12	35000	0	4.5743	-1
1971	9	9	12	35000	0	3.2998	-1
1971	9	10	12	35000	0	3.4123	0
1971	9	11	12	35000	1.1811	1.8923	-1
1971	9	12	12	35000	0	4.4436	-1
1971	9	13	12	35000	0	5.7937	-1
1971	9	14	12	35000	0	5.9306	0
1971	9	15	12	35000	1.1039	2.5047	0
1971	9	16	12	35000	84.739	0.5605	-1
1971	9	17	12	35000	1.863	1.4512	1
1971	9	18	12	35000	0.1208	2.8572	-1
1971	9	19	12	35000	3.7784	0.9232	0
1971	9	20	12	35000	0.8231	0.6581	0
1971	9	21	12	35000	0	1.7823	-1
1971	9	22	12	35000	0.0336	4.0109	1
1971	9	23	12	35000	0.776	2.2238	-1
1971	9	24	12	35000	0.6298	2.8698	-1
1971	9	25	12	35000	2.9237	3.4045	-1
1971	9	26	12	35000	4.0266	2.0659	-1
1971	9	27	12	35000	0.2566	2.0305	0
1971	9	28	12	35000	0	4.191	1
1971	9	29	12	35000	0	4.3713	-1
1971	9	30	12	35000	0	4.1349	1
1971	10	1	12	35000	0	4.3815	0
1971	10	2	12	35000	0	4.2755	0
1971	10	3	12	35000	0	3.5257	-1
1971	10	4	12	35000	0.2067	2.4501	-1
1971	10	5	12	35000	16.554	1.619	0
1971	10	6	12	35000	0	3.7394	1
1971	10	7	12	35000	0	4.7646	-1
1971	10	8	12	35000	0	3.6881	-1
1971	10	9	12	35000	0	1.0537	-1
1971	10	10	12	35000	0	4.4106	-1
1971	10	11	12	35000	0	3.8871	1
1971	10	12	12	35000	0	3.5906	1
1971	10	13	12	35000	0	1.1323	-1
1971	10	14	12	35000	0	2.7233	-1
1971	10	15	12	35000	0	2.5054	-1
1971	10	16	12	35000	0.2111	2.1718	0
1971	10	17	12	35000	0.1583	1.7897	0
1971	10	18	12	35000	0	0.9647	-1
1971	10	19	12	35000	0	4.2517	-1
1971	10	20	12	35000	0	0.6824	-1
1971	10	21	12	35000	0	0.7369	-1
1971	10	22	12	35000	0	1.7075	1
1971	10	23	12	35000	3.2038	2.183	0
1971	10	24	12	35000	0.001	0.5995	1
1971	10	25	12	35000	0	2.1008	-1
1971	10	26	12	35000	0	2.8308	-1
1971	10	27	12	35000	0	3.5579	1
1971	10	28	12	35000	0	3.0051	1
1971	10	29	12	35000	0	3.8916	-1
1971	10	30	12	35000	0	1.5801	1
1971	10	31	12	35000	0	0.9351	-1
1971	11	1	12	35000	0	2.3911	0
1971	11	2	12	35000	3.8648	1.1349	-1
1971	11	3	12	35000	5.2678	4.0743	-1
1971	11	4	12	35000	0	2.9959	1
1971	11	5	12	35000	0	3.1599	0
1971	11	6	12	35000	0	1.2793	0
1971	11	7	12	35000	0	3.5844	0
1971	11	8	12	35000	0	2.7217	1
1971	11	9	12	35000	10.131	0.5689	-1
1971	11	10	12	35000	0	2.2554	1
1971	11	11	12	35000	0	2.3874	1
1971	11	12	12	35000	0	2.662	-1
1971	11	13	12	35000	0	1.6024	-1
1971	11	14	12	35000	0	0.9435	-1
1971	11	15	12	35000	0	2.1464	-1
1971	11	16	12	35000	0	2.5168	-1
1971	11	17	12	35000	0	1.883	0
1971	11	18	12	35000	0.1026	2.0295	-1
1971	11	19	12	35000	8.2533	0.4328	1
1971	11	20	12	35000	0	2.3033	0
1971	11	21	12	35000	0	2.8991	-1
1971	11	22	12	35000	0.7731	2.0097	0
1971	11	23	12	35000	14.88	0.3061	1
1971	11	24	12	35000	0.2475	0.5795	-1
1971	11	25	12	35000	0	0.8935	-1
1971	11	26	12	35000	0	0.4695	-1
1971	11	27	12	35000	0	2.1766	0
1971	11	28	12	35000	16.182	0.6595	-1
1971	11	29	12	35000	0	2.0215	0
1971	11	30	12	35000	0.0273	1.7714	-1
1971	12	1	12	35000	6.6192	0.4588	0
1971	12	2	12	35000	50.654	0.493	-1
1971	12	3	12	35000	3.8267	0.1672	1
1971	12	4	12	35000	0.4452	0.2001	-1
1971	12	5	12	35000	21.599	0.1436	-1
1971	12	6	12	35000	83.039	0.1982	0
1971	12	7	12	35000	0	0.4237	0
1971	12	8	12	35000	0.2133	0.7143	-1
1971	12	9	12	35000	0.062	1.2068	1
1971	12	10	12	35000	21.368	1.3279	0
1971	12	11	12	35000	0	1.2437	1
1971	12	12	12	35000	7.4557	0.7742	0
1971	12	13	12	35000	0	0.3596	1
1971	12	14	12	35000	0.3339	0.8081	-1
1971	12	15	12	35000	17.161	0.7737	0
1971	12	16	12	35000	0.0911	1.1945	1
1971	12	17	12	35000	17.878	0.5511	-1
1971	12	18	12	35000	0	2.099	-1
1971	12	19	12	35000	11.007	0.756	-1
1971	12	20	12	35000	3.7209	1.6827	-1
1971	12	21	12	35000	0	1.6992	-1
1971	12	22	12	35000	0	1.9127	-1
1971	12	23	12	35000	0.0665	1.3368	1
1971	12	24	12	35000	0	0.7583	0
1971	12	25	12	35000	0	1.0996	-1
1971	12	26	12	35000	0	0.9021	1
1971	12	27	12	35000	0	0.8096	-1
1971	12	28	12	35000	12.549	0.2771	1
1971	12	29	12	35000	3.8961	0.3868	0
1971	12	30	12	35000	5.1139	0.622	1
1971	12	31	12	35000	0.0007	1.1538	-1
1972	1	1	12	35000	4.8664	0.915	0
1972	1	2	12	35000	18.257	0.6207	-1
1972	1	3	12	35000	0.6748	0.2856	-1
1972	1	4	12	35000	48.53	0.1892	-1
1972	1	5	12	35000	2.4294	0.4448	1
1972	1	6	12	35000	0	1.084	-1
1972	1	7	12	35000	0	1.3481	-1
1972	1	8	12	35000	0	1.7925	1
1972	1	9	12	35000	55.075	0.6442	-1
1972	1	10	12	35000	13.77	0.6146	-1
1972	1	11	12	35000	0.2712	0.833	-1
1972	1	12	12	35000	0	2.1302	-1
1972	1	13	12	35000	0.0714	1.5553	-1
1972	1	14	12	35000	0	1.747	1
1972	1	15	12	35000	0	2.1821	0
1972	1	16	12	35000	0	1.6042	0
1972	1	17	12	35000	0	1.8103	0
1972	1	18	12	35000	0	1.4765	0
1972	1	19	12	35000	0.0028	1.0579	0
1972	1	20	12	35000	13.936	0.3196	-1
1972	1	21	12	35000	9.4152	0.2694	1
1972	1	22	12	35000	1.2451	0.572	0
1972	1	23	12	35000	0	0.9719	1
1972	1	24	12	35000	0	2.2277	-1
1972	1	25	12	35000	0	3.3917	-1
1972	1	26	12	35000	0	1.669	1
1972	1	27	12	35000	0	0.7035	-1
1972	1	28	12	35000	0.5022	0.2065	-1
1972	1	29	12	35000	38.457	0.073	0
1972	1	30	12	35000	20.984	0.3782	0
1972	1	31	12	35000	0	1.4468	-1
1972	2	1	12	35000	0.0336	0.4646	1
1972	2	2	12	35000	15.157	0.1265	-1
1972	2	3	12	35000	0.5675	0.8858	-1
1972	2	4	12	35000	0	1.8986	-1
1972	2	5	12	35000	0	1.9141	1
1972	2	6	12	35000	34.567	0.9198	1
1972	2	7	12	35000	0	0.4425	0
1972	2	8	12	35000	0.0439	1.4316	-1
1972	2	9	12	35000	0	1.9565	0
1972	2	10	12	35000	0	1.1694	0
1972	2	11	12	35000	0	1.2187	0
1972	2	12	12	35000	22.113	0.8559	1
1972	2	13	12	35000	0	1.5528	-1
1972	2	14	12	35000	0	1.7041	-1
1972	2	15	12	35000	0.065	0.7321	1
1972	2	16	12	35000	3.5721	0.8877	0
1972	2	17	12	35000	0.0999	1.981	0
1972	2	18	12	35000	4.5686	3.3149	1
1972	2	19	12	35000	0	3.4401	-1
1972	2	20	12	35000	0	1.439	-1
1972	2	21	12	35000	0	2.5452	-1
1972	2	22	12	35000	0.475	0.6021	1
1972	2	23	12	35000	0	1.926	-1
1972	2	24	12	35000	0	2.1733	0
1972	2	25	12	35000	0	1.606	1
1972	2	26	12	35000	0	1.0019	-1
1972	2	27	12	35000	0.9068	1.1746	0
1972	2	28	12	35000	0	3.2964	0
1972	2	29	12	35000	11.99	1.2896	1
1972	3	1	12	35000	12.142	1.4038	1
1972	3	2	12	35000	40.271	0.4878	0
1972	3	3	12	35000	0	0.74	-1
1972	3	4	12	35000	1.9316	1.5809	-1
1972	3	5	12	35000	0	3.9492	-1
1972	3	6	12	35000	0	3.3896	-1
1972	3	7	12	35000	0	1.8281	0
1972	3	8	12	35000	23.612	2.8264	-1
1972	3	9	12	35000	0	3.7747	-1
1972	3	10	12	35000	0	3.6332	-1
1972	3	11	12	35000	0	4.5419	1
1972	3	12	12	35000	0	3.956	-1
1972	3	13	12	35000	0.0266	2.3844	-1
1972	3	14	12	35000	2.6391	3.4932	-1
1972	3	15	12	35000	0.6382	2.7993	0
1972	3	16	12	35000	18.221	3.885	-1
1972	3	17	12	35000	0	4.0456	-1
1972	3	18	12	35000	2.3691	1.8333	0
1972	3	19	12	35000	0	3.8897	-1
1972	3	20	12	35000	0	2.6669	0
1972	3	21	12	35000	0.021	1.8415	-1
1972	3	22	12	35000	0	5.2293	0
1972	3	23	12	35000	0.0266	4.9452	0
1972	3	24	12	35000	0	1.7364	-1
1972	3	25	12	35000	0.5044	1.4079	-1
1972	3	26	12	35000	0	1.6156	-1
1972	3	27	12	35000	11.992	2.0734	1
1972	3	28	12	35000	26.072	4.2841	-1
1972	3	29	12	35000	5.3202	2.1338	-1
1972	3	30	12	35000	0	2.2901	1
1972	3	31	12	35000	0	3.325	-1
1972	4	1	12	35000	0	3.3853	0
1972	4	2	12	35000	0	4.3836	0
1972	4	3	12	35000	0	4.1512	0
1972	4	4	12	35000	25.037	1.2467	-1
1972	4	5	12	35000	0	2.7266	1
1972	4	6	12	35000	0	1.3032	1
1972	4	7	12	35000	0	3.7325	0
1972	4	8	12	35000	0.0439	2.2848	1
1972	4	9	12	35000	0	4.8218	0
1972	4	10	12	35000	0	4.4668	-1
1972	4	11	12	35000	0	1.591	0
1972	4	12	12	35000	0	2.4377	-1
1972	4	13	12	35000	0	4.4923	-1
1972	4	14	12	35000	0	4.3798	0
1972	4	15	12	35000	0.0202	3.9265	1
1972	4	16	12	35000	19.394	6.3563	1
1972	4	17	12	35000	0	6.0282	-1
1972	4	18	12	35000	0	5.7587	0
1972	4	19	12	35000	0	5.1338	-1
1972	4	20	12	35000	0	2.6619	-1
1972	4	21	12	35000	12.322	1.6677	0
1972	4	22	12	35000	8.2365	5.5399	1
1972	4	23	12	35000	0	5.8761	-1
1972	4	24	12	35000	0	5.6548	1
1972	4	25	12	35000	0	5.7919	0
1972	4	26	12	35000	0	2.5224	-1
1972	4	27	12	35000	0	3.2335	-1
1972	4	28	12	35000	0.2792	1.2905	0
1972	4	29	12	35000	7.4098	2.0243	1
1972	4	30	12	35000	0	2.8451	-1
1972	5	1	12	35000	0.2585	2.8142	-1
1972	5	2	12	35000	20.549	0.8751	0
1972	5	3	12	35000	0.0075	3.0962	-1
1972	5	4	12	35000	0	6.1782	-1
1972	5	5	12	35000	0	3.9042	-1
1972	5	6	12	35000	1.4479	3.5491	-1
1972	5	7	12	35000	15.977	0.7704	-1
1972	5	8	12	35000	0.3124	2.3824	1
1972	5	9	12	35000	0.0439	4.3195	-1
1972	5	10	12	35000	0	2.2523	-1
1972	5	11	12	35000	0.922	1.4282	-1
1972	5	12	12	35000	22.439	0.8688	-1
1972	5	13	12	35000	0.2754	2.3377	0
1972	5	14	12	35000	1.8955	3.5985	1
1972	5	15	12	35000	0	5.4531	-1
1972	5	16	12	35000	0	6.4044	1
1972	5	17	12	35000	2.1361	3.3763	-1
1972	5	18	12	35000	0	6.0026	-1
1972	5	19	12	35000	0	6.7028	-1
1972	5	20	12	35000	0	6.2071	-1
1972	5	21	12	35000	0	6.6958	-1
1972	5	22	12	35000	0	6.8057	-1
1972	5	23	12	35000	0	5.7853	-1
1972	5	24	12	35000	3.2014	3.1931	-1
1972	5	25	12	35000	0	6.6698	-1
1972	5	26	12	35000	0	5.2316	-1
1972	5	27	12	35000	0	3.9579	-1
1972	5	28	12	35000	0	4.6115	1
1972	5	29	12	35000	0	3.8086	-1
1972	5	30	12	35000	0.2015	3.3218	-1
1972	5	31	12	35000	0	2.8648	0
1972	6	1	12	35000	0	6.8146	-1
1972	6	2	12	35000	0	7.0232	0
1972	6	3	12	35000	0	7.4066	0
1972	6	4	12	35000	0	6.4569	-1
1972	6	5	12	35000	0	7.1758	1
1972	6	6	12	35000	0	7.2966	-1
1972	6	7	12	35000	2.2625	6.5978	-1
1972	6	8	12	35000	0.712	5.1705	1
1972	6	9	12	35000	0	2.8323	0
1972	6	10	12	35000	11.545	2.2682	1
1972	6	11	12	35000	5.598	3.59	-1
1972	6	12	12	35000	0	5.3861	0
1972	6	13	12	35000	2.3919	4.8117	-1
1972	6	14	12	35000	0	3.1748	-1
1972	6	15	12	35000	19.974	1.5993	-1
1972	6	16	12	35000	0.1503	0.9833	1
1972	6	17	12	35000	0	2.4346	1
1972	6	18	12	35000	0	6.7188	0
1972	6	19	12	35000	0	3.4484	1
1972	6	20	12	35000	0.0236	6.655	1
1972	6	21	12	35000	0.7262	5.3572	0
1972	6	22	12	35000	0.0587	2.5505	-1
1972	6	23	12	35000	0	5.0495	0
1972	6	24	12	35000	0	3.6945	1
1972	6	25	12	35000	15.112	1.145	-1
1972	6	26	12	35000	0.1054	3.0807	-1
1972	6	27	12	35000	0	4.922	-1
1972	6	28	12	35000	0	4.8571	-1
1972	6	29	12	35000	51.782	1.4465	1
1972	6	30	12	35000	2.5199	4.3447	0
1972	7	1	12	35000	0	3.1296	0
1972	7	2	12	35000	3.3089	4.8639	1
1972	7	3	12	35000	9.9782	4.4611	-1
1972	7	4	12	35000	12.144	1.2609	1
1972	7	5	12	35000	0.4792	1.5588	0
1972	7	6	12	35000	0	6.1421	1
1972	7	7	12	35000	0	6.158	1
1972	7	8	12	35000	0	5.4922	1
1972	7	9	12	35000	0	3.678	1
1972	7	10	12	35000	0	5.6914	1
1972	7	11	12	35000	0	6.5852	-1
1972	7	12	12	35000	14.06	5.0086	-1
1972	7	13	12	35000	6.2092	3.4458	0
1972	7	14	12	35000	4.1556	3.3278	-1
1972	7	15	12	35000	0	3.2702	-1
1972	7	16	12	35000	0.3992	3.7759	0
1972	7	17	12	35000	0.3212	4.4916	-1
1972	7	18	12	35000	3.8395	4.3491	0
1972	7	19	12	35000	1.2095	5.1455	0
1972	7	20	12	35000	3.0538	5.8963	-1
1972	7	21	12	35000	0	6.1132	0
1972	7	22	12	35000	0	5.4418	-1
1972	7	23	12	35000	2.7577	4.5945	0
1972	7	24	12	35000	0	5.1847	0
1972	7	25	12	35000	1.2819	5.0788	0
1972	7	26	12	35000	30.441	3.3465	1
1972	7	27	12	35000	0	4.123	1
1972	7	28	12	35000	2.629	3.9798	0
1972	7	29	12	35000	23.533	1.7748	1
1972	7	30	12	35000	9.717	2.2261	1
1972	7	31	12	35000	0.712	3.2994	1
1972	8	1	12	35000	0	4.9781	1
1972	8	2	12	35000	0.3628	4.6157	1
1972	8	3	12	35000	0	5.8952	0
1972	8	4	12	35000	0	5.0088	0
1972	8	5	12	35000	0	5.7482	-1
1972	8	6	12	35000	0	6.8429	-1
1972	8	7	12	35000	0	8.0504	0
1972	8	8	12	35000	0	4.7023	1
1972	8	9	12	35000	0	5.803	-1
1972	8	10	12	35000	1.1958	3.6257	1
1972	8	11	12	35000	10.572	4.0427	0
1972	8	12	12	35000	3.7164	3.9353	1
1972	8	13	12	35000	0	2.0144	-1
1972	8	14	12	35000	0	5.5115	-1
1972	8	15	12	35000	5.3658	4.9737	-1
1972	8	16	12	35000	0.042	5.9584	0
1972	8	17	12	35000	3.0199	5.5464	0
1972	8	18	12	35000	0	6.0268	1
1972	8	19	12	35000	0	5.6075	0
1972	8	20	12	35000	0.4912	6.2831	0
1972	8	21	12	35000	0	6.1662	-1
1972	8	22	12	35000	12.58	4.5835	0
1972	8	23	12	35000	8.3523	4.8445	-1
1972	8	24	12	35000	0	4.8796	1
1972	8	25	12	35000	4.3549	4.6014	-1
1972	8	26	12	35000	2.8478	3.3467	-1
1972	8	27	12	35000	0.4721	5.2559	-1
1972	8	28	12	35000	0	5.8829	-1
1972	8	29	12	35000	0	4.5905	-1
1972	8	30	12	35000	0	6.2344	0
1972	8	31	12	35000	0.1973	5.0252	0
1972	9	1	12	35000	0	5.7507	1
1972	9	2	12	35000	0.3095	5.4268	0
1972	9	3	12	35000	4.1519	4.8398	-1
1972	9	4	12	35000	0	4.1078	1
1972	9	5	12	35000	1.0356	2.1469	-1
1972	9	6	12	35000	0	3.6104	1
1972	9	7	12	35000	0	3.1013	0
1972	9	8	12	35000	0.2687	4.1226	1
1972	9	9	12	35000	0	4.4085	0
1972	9	10	12	35000	0	5.7797	-1
1972	9	11	12	35000	0	5.5471	1
1972	9	12	12	35000	0	6.7029	0
1972	9	13	12	35000	0	6.4036	-1
1972	9	14	12	35000	0	6.081	-1
1972	9	15	12	35000	0	5.6188	-1
1972	9	16	12	35000	11.642	4.5597	1
1972	9	17	12	35000	1.9893	2.7017	0
1972	9	18	12	35000	0.7041	3.6566	1
1972	9	19	12	35000	0	4.9094	-1
1972	9	20	12	35000	0.3443	5.8051	1
1972	9	21	12	35000	3.1097	4.3838	1
1972	9	22	12	35000	9.9235	1.9971	-1
1972	9	23	12	35000	0.6107	3.4852	0
1972	9	24	12	35000	0.3377	4.6752	-1
1972	9	25	12	35000	0.4253	2.841	-1
1972	9	26	12	35000	16.922	2.021	-1
1972	9	27	12	35000	5.0082	2.8743	-1
1972	9	28	12	35000	0	2.1407	-1
1972	9	29	12	35000	7.4702	2.8658	-1
1972	9	30	12	35000	3.2813	3.1546	0
1972	10	1	12	35000	0	4.6891	-1
1972	10	2	12	35000	0	4.4704	-1
1972	10	3	12	35000	0	2.5435	0
1972	10	4	12	35000	0	3.2179	1
1972	10	5	12	35000	0	3.7933	0
1972	10	6	12	35000	0	2.8022	-1
1972	10	7	12	35000	0	2.0799	0
1972	10	8	12	35000	0	3.1863	1
1972	10	9	12	35000	0	4.5771	0
1972	10	10	12	35000	0	4.984	-1
1972	10	11	12	35000	0	4.5718	-1
1972	10	12	12	35000	0	3.0313	-1
1972	10	13	12	35000	0	3.2851	-1
1972	10	14	12	35000	0	4.1649	1
1972	10	15	12	35000	0.0439	3.1381	0
1972	10	16	12	35000	0	4.0479	-1
1972	10	17	12	35000	0	4.0423	-1
1972	10	18	12	35000	0	2.7221	1
1972	10	19	12	35000	1.4736	0.9111	-1
1972	10	20	12	35000	0	1.8859	-1
1972	10	21	12	35000	0	2.5189	-1
1972	10	22	12	35000	64.464	1.645	-1
1972	10	23	12	35000	0.0046	1.4458	0
1972	10	24	12	35000	0	1.9184	1
1972	10	25	12	35000	0	1.1597	1
1972	10	26	12	35000	4.1037	0.8874	1
1972	10	27	12	35000	27.966	0.873	0
1972	10	28	12	35000	0.1322	0.6632	-1
1972	10	29	12	35000	0	0.9721	-1
1972	10	30	12	35000	0	1.7872	-1
1972	10	31	12	35000	0	2.3428	-1
1972	11	1	12	35000	0	2.5893	0
1972	11	2	12	35000	12.251	1.5991	0
1972	11	3	12	35000	0.4274	1.9194	-1
1972	11	4	12	35000	0	3.3874	-1
1972	11	5	12	35000	0	1.9053	1
1972	11	6	12	35000	0	2.117	-1
1972	11	7	12	35000	12.013	1.3418	-1
1972	11	8	12	35000	0	2.7727	1
1972	11	9	12	35000	0	1.4528	-1
1972	11	10	12	35000	0	2.5441	-1
1972	11	11	12	35000	0	0.7884	-1
1972	11	12	12	35000	0	2.9361	-1
1972	11	13	12	35000	27.189	0.6816	-1
1972	11	14	12	35000	0	1.4254	0
1972	11	15	12	35000	0	0.881	-1
1972	11	16	12	35000	0	0.4949	-1
1972	11	17	12	35000	0	1.1084	1
1972	11	18	12	35000	10.831	0.5637	0
1972	11	19	12	35000	4.342	0.7108	-1
1972	11	20	12	35000	0	0.7913	1
1972	11	21	12	35000	0	0.7125	-1
1972	11	22	12	35000	0	0.8866	0
1972	11	23	12	35000	0	0.9396	-1
1972	11	24	12	35000	7.3219	0.7251	-1
1972	11	25	12	35000	25.142	0.4381	0
1972	11	26	12	35000	0	2.4913	1
1972	11	27	12	35000	0.2687	2.1482	-1
1972	11	28	12	35000	2.1781	1.3856	1
1972	11	29	12	35000	2.4166	0.8024	-1
1972	11	30	12	35000	0.001	1.3423	-1
1972	12	1	12	35000	0	1.945	-1
1972	12	2	12	35000	0	1.9519	1
